Address,Area,Rooms,Bathrooms,Garage Cars,Price
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.036
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.083
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.136
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.164
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.064
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.190
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.180
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.083
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.106
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,3,1,"
                            R$ 450.181
                    "
"Aeroporto, Aracaju - SE",220,4,2,2,"
                            R$ 470.000
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.075
                    "
Nossa Senhora do Socorro - SE,140,2,1,2,"
                            R$ 195.110
                    "
"Rua Nivaldo dos Reis da Silva, 195 - Lamarão, Aracaju - SE",165,3,2,1,"
                            R$ 210.000
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.123
                    "
Barra dos Coqueiros - SE,200,3,2,2,"
                            R$ 473.587
                    "
"Rua Estância - Cirurgia, Aracaju - SE",122,3,3,2,"
                            R$ 490.192
                    "
Barra dos Coqueiros - SE,200,3,2,2,"
                            R$ 473.706
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.018
                    "
"Rua Estância - Cirurgia, Aracaju - SE",122,3,3,2,"
                            R$ 490.131
                    "
Barra dos Coqueiros - SE,200,3,2,2,"
                            R$ 473.539
                    "
"Avenida Doutor José Domingos Maia, N° 207 - Zona de Expansao Mosqueiro, Aracaju - SE",450,4,5,4,"
                            R$ 1.300.038
                    "
Barra dos Coqueiros - SE,200,3,2,2,"
                            R$ 473.714
                    "
Barra dos Coqueiros - SE,200,3,2,2,"
                            R$ 473.701
                    "
"Aeroporto, Aracaju - SE",180,2,1,2,"
                            R$ 210.000
                    "
Barra dos Coqueiros - SE,200,3,2,2,"
                            R$ 473.713
                    "
Barra dos Coqueiros - SE,200,3,2,2,"
                            R$ 473.638
                    "
"Rua Aristides Bispo, 1 - Getúlio Vargas, Aracaju - SE",520,3,2,5,"
                            R$ 300.000
                    "
"Rua Guilhermino Rezende, 1 - São José, Aracaju - SE",450,4,1,4,"
                            R$ 2.000.000
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.001
                    "
"Avenida Lions Club - Atalaia, Aracaju - SE",177,3,2,2,"
                            R$ 670.085
                    "
"Rua Rodolfo Ramos Fontes, 1 - Luzia, Aracaju - SE",150,3,2,1,"
                            R$ 360.000
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.186
                    "
São Cristóvão - SE,80,3,2,2,"
                            R$ 340.199
                    "
"Rua Doutor Silvio Cabral de Santana - Aruana, Aracaju - SE",311,4,4,4,"
                            R$ 2.500.071
                    "
Barra dos Coqueiros - SE,200,3,2,2,"
                            R$ 473.718
                    "
"Rua Felipe dos Santos, 14 - Novo Paraíso, Aracaju - SE",145,2,1,2,"
                            R$ 225.000
                    "
Barra dos Coqueiros - SE,200,3,2,2,"
                            R$ 473.599
                    "
"Rua Três - Aruana, Aracaju - SE",280,3,5,4,"
                            R$ 1.750.120
                    "
"Travessa Fonte Grande - Industrial, Aracaju - SE",68,1,1,"
                  --
                ","
                            R$ 115.034
                    "
Barra dos Coqueiros - SE,200,3,2,2,"
                            R$ 473.696
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.082
                    "
Nossa Senhora do Socorro - SE,140,2,1,2,"
                            R$ 195.073
                    "
"Avenida José Vicente de Almeida, 150 - Aruana, Aracaju - SE",233,3,5,4,"
                            R$ 970.011
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.146
                    "
"Avenida Inácio Barbosa - Zona de Expansao Mosqueiro, Aracaju - SE",203,4,4,2,"
                            R$ 680.014
                    "
"Rua Lauro Azevedo de Souza - Bugio, Aracaju - SE",179,3,2,2,"
                            R$ 295.065
                    "
"Rua Jornalista Paulo Costa - Atalaia, Aracaju - SE",280,4,5,5,"
                            R$ 850.176
                    "
"Rua Doutor Silvio Cabral de Santana - Aruana, Aracaju - SE",311,4,4,4,"
                            R$ 2.500.056
                    "
"José Conrado de Araújo, Aracaju - SE",90,2,1,2,"
                            R$ 215.000
                    "
"Rua Santo Agostinho, 55 - Farolândia, Aracaju - SE",1350,4,4,5,"
                            R$ 2.000.083
                    "
"Rua Albino Rufino de Santana, 30 - Farolândia, Aracaju - SE",260,4,4,2,"
                            R$ 550.000
                    "
Nossa Senhora do Socorro - SE,140,2,1,2,"
                            R$ 195.184
                    "
"Rua Doutor Silvio Cabral de Santana - Aruana, Aracaju - SE",311,4,4,4,"
                            R$ 2.500.198
                    "
"Rua Zaqueu Brandão, 736 - São José, Aracaju - SE",140,3,1,1,"
                            R$ 389.000
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.091
                    "
"Rua Joana dos Santos Aragão - Farolândia, Aracaju - SE",230,3,3,2,"
                            R$ 550.070
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.006
                    "
Nossa Senhora das Dores - SE,190,3,2,1,"
                            R$ 170.104
                    "
"Avenida Lions Club - Atalaia, Aracaju - SE",177,3,2,2,"
                            R$ 670.110
                    "
Nossa Senhora do Socorro - SE,140,2,1,2,"
                            R$ 195.014
                    "
"Rua Engenheiro Jorge de Oliveira Neto - Coroa do Meio, Aracaju - SE",200,4,4,4,"
                            R$ 900.162
                    "
"Rua T, 1 - Aruana, Aracaju - SE",200,2,1,1,"
                            R$ 220.000
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.018
                    "
"Rua Joana dos Santos Aragão - Farolândia, Aracaju - SE",230,3,3,2,"
                            R$ 550.176
                    "
"Rua de Riachão - Suíssa, Aracaju - SE",174,3,1,"
                  --
                ","
                            R$ 190.193
                    "
Nossa Senhora do Socorro - SE,140,2,1,2,"
                            R$ 195.005
                    "
"Rua Lauro Azevedo de Souza, 78 - Bugio, Aracaju - SE",180,3,2,2,"
                            R$ 275.080
                    "
"Rua Sergipe - Siqueira Campos, Aracaju - SE",283,3,2,2,"
                            R$ 350.111
                    "
"Rua das Bromélias, 50 - Aeroporto, Aracaju - SE",200,3,2,1,"
                            R$ 490.145
                    "
"Rua Joana dos Santos Aragão - Farolândia, Aracaju - SE",230,3,3,2,"
                            R$ 550.031
                    "
"Rua Três, 1 - Aruana, Aracaju - SE",280,3,5,4,"
                            R$ 1.750.138
                    "
"Travessa Fonte Grande - Industrial, Aracaju - SE",68,1,1,"
                  --
                ","
                            R$ 115.194
                    "
Nossa Senhora do Socorro - SE,140,2,1,2,"
                            R$ 195.113
                    "
"Rua João Matos Carvalho, 0 - Farolândia, Aracaju - SE",87,3,1,1,"
                            R$ 280.000
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.188
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.042
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.183
                    "
"Rua Acre, 857 - Siqueira Campos, Aracaju - SE",655,2,2,"
                  --
                ","
                            R$ 1.000.000
                    "
Nossa Senhora do Socorro - SE,140,2,1,2,"
                            R$ 195.150
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.025
                    "
"Rua Deputado Matos Teles - Luzia, Aracaju - SE",130,3,3,1,"
                            R$ 365.101
                    "
"Rua Joana dos Santos Aragão - Farolândia, Aracaju - SE",230,3,3,2,"
                            R$ 550.152
                    "
"Rua Luiz Leite Monteiro de Oliveira, 386 - Aruana, Aracaju - SE",400,6,4,3,"
                            R$ 1.700.000
                    "
"Rua Joana dos Santos Aragão - Farolândia, Aracaju - SE",230,3,3,2,"
                            R$ 550.001
                    "
"Rua Joana dos Santos Aragão - Farolândia, Aracaju - SE",230,3,3,2,"
                            R$ 550.043
                    "
"Rua Senador Rollemberg, 483 - São José, Aracaju - SE",150,5,3,"
                  --
                ","
                            R$ 750.000
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.084
                    "
Nossa Senhora do Socorro - SE,140,2,1,2,"
                            R$ 195.093
                    "
"Rua Joana dos Santos Aragão - Farolândia, Aracaju - SE",230,3,3,2,"
                            R$ 550.142
                    "
"Rua Professor Jackson Sales Santos, 100 - Aeroporto, Aracaju - SE",150,3,2,2,"
                            R$ 398.151
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.160
                    "
Nossa Senhora do Socorro - SE,140,2,1,2,"
                            R$ 195.123
                    "
Nossa Senhora do Socorro - SE,140,2,1,2,"
                            R$ 195.146
                    "
"Rua Joana dos Santos Aragão - Farolândia, Aracaju - SE",230,3,3,2,"
                            R$ 550.174
                    "
"Rua Joana dos Santos Aragão - Farolândia, Aracaju - SE",230,3,3,2,"
                            R$ 550.063
                    "
"Rua Joana dos Santos Aragão - Farolândia, Aracaju - SE",230,3,3,2,"
                            R$ 550.132
                    "
"Rua Joana dos Santos Aragão - Farolândia, Aracaju - SE",230,3,3,2,"
                            R$ 550.048
                    "
"Rua Joana dos Santos Aragão - Farolândia, Aracaju - SE",230,3,3,2,"
                            R$ 550.024
                    "
"Rua Joana dos Santos Aragão - Farolândia, Aracaju - SE",230,3,3,2,"
                            R$ 550.094
                    "
"Rua Joana dos Santos Aragão - Farolândia, Aracaju - SE",230,3,3,2,"
                            R$ 550.199
                    "
